ID,Latitudine,Longitudine,Alloggio,Tipologia,Prezzo,Cibo,Animali ammessi,Stagione rilevante,Souvenir locali,Località
3602,45.94821155607109,10.87902081188629,Sì,Bed & Breakfast,298,Vegetarian,Sì,Nessuna informazione,Sì,Primavera-estate
3603,42.78704344075334,12.658730654844813,Sì,Hotel,476,Vegetarian,No,Primavera-estate,Sì,Primavera-estate
3604,44.926494466700916,11.272701331893341,No,Visite storico-culturali,184,Vegetarian,No,Nessuna informazione,Sì,Nessuna informazione
3605,40.05071415953428,9.042442379014446,No,Gastronomia,204,Gluten-free,Sì,Primavera-estate,Sì,Nessuna informazione
3606,39.63441122124764,9.555998763356119,No,Visite storico-culturali,290,Vegetarian,Sì,Primavera-estate,Sì,Primavera-estate
3607,46.06534763064674,11.246481725759072,No,Visite storico-culturali,410,Vegan,Sì,Primavera-estate,Sì,Primavera-estate
3608,39.387318549835555,16.969787431684896,No,All'aperto,353,Nessuna informazione,No,Autunno-inverno,Sì,Autunno-inverno
3609,41.61598073446939,15.337443077648949,Sì,Villaggio turistico,96,Vegetarian,Sì,Primavera-estate,No,Primavera-estate
3610,46.04905766875232,11.722654398969397,Sì,Bed & Breakfast,141,Vegetarian,No,Primavera-estate,Sì,Autunno-inverno
3611,43.15978999378288,12.840675353620977,No,Visite storico-culturali,148,Nessuna informazione,No,Autunno-inverno,No,Autunno-inverno
3612,41.98407404134147,14.760055633908031,Sì,Ostello,250,Vegetarian,No,Primavera-estate,No,Primavera-estate
3613,38.43617421202039,16.18035761000168,No,All'aperto,294,Nessuna informazione,No,Primavera-estate,Sì,Primavera-estate
3614,43.835529365448735,12.210461634299483,No,Visite storico-culturali,261,Nessuna informazione,No,Autunno-inverno,Sì,Nessuna informazione
3615,46.349556978121896,12.616229373668368,No,Visite storico-culturali,109,Vegan,No,Autunno-inverno,Sì,Autunno-inverno
3616,45.32592993735318,12.007929660771545,No,Gastronomia,276,Gluten-free,No,Primavera-estate,Sì,Primavera-estate
3617,42.230836031535254,14.187812731409181,Sì,Ostello,253,Gluten-free,Sì,Primavera-estate,No,Nessuna informazione
3618,40.78611466873079,16.199424639718476,No,Visite storico-culturali,308,Vegetarian,No,Primavera-estate,Sì,Primavera-estate
3619,45.04798889321568,11.8577012808855,Sì,Ostello,401,Nessuna informazione,Sì,Autunno-inverno,No,Nessuna informazione
3620,44.781596134323536,8.570608570628512,No,All'aperto,328,Nessuna informazione,Sì,Nessuna informazione,No,Primavera-estate
3621,45.004784919889,7.804977793462533,Sì,Bed & Breakfast,110,Nessuna informazione,Sì,Autunno-inverno,Sì,Primavera-estate
3622,39.68121357192368,8.456733257614317,Sì,Villaggio turistico,325,Gluten-free,Sì,Primavera-estate,Sì,Primavera-estate
3623,42.456758541580456,13.39244622008589,No,Gastronomia,272,Nessuna informazione,No,Primavera-estate,Sì,Nessuna informazione
3624,39.926078263730396,8.500770101701884,Sì,Ostello,351,Nessuna informazione,Sì,Autunno-inverno,No,Nessuna informazione
3625,41.057447482231865,14.363484323022316,No,Visite storico-culturali,146,Gluten-free,No,Primavera-estate,Sì,Primavera-estate
3626,40.019918096033955,9.137746142310505,No,Visite storico-culturali,286,Vegan,No,Primavera-estate,Sì,Primavera-estate
3627,41.376425133166926,13.323576418446752,Sì,Hotel,148,Vegetarian,No,Nessuna informazione,Sì,Nessuna informazione
3628,39.34713129119224,8.824302095829433,No,Gastronomia,195,Nessuna informazione,No,Autunno-inverno,No,Primavera-estate
3629,45.26361400326449,10.832943189000673,Sì,Bed & Breakfast,89,Vegetarian,No,Autunno-inverno,Sì,Nessuna informazione
3630,45.73216525596435,9.645440121913838,No,Visite storico-culturali,482,Nessuna informazione,No,Primavera-estate,Sì,Primavera-estate
3631,40.771556490806304,15.159147258855388,Sì,Hotel,460,Vegan,Sì,Autunno-inverno,Sì,Autunno-inverno
3632,41.93175172054174,12.497835779879534,No,All'aperto,46,Vegan,Sì,Nessuna informazione,Sì,Nessuna informazione
3633,38.05279662117255,15.652910599262292,No,All'aperto,254,Vegetarian,Sì,Nessuna informazione,Sì,Autunno-inverno
3634,41.16836240199597,14.134555798290688,Sì,Bed & Breakfast,482,Gluten-free,Sì,Nessuna informazione,No,Nessuna informazione
3635,45.14014419194379,7.394962094549083,No,Visite storico-culturali,231,Nessuna informazione,No,Autunno-inverno,Sì,Primavera-estate
3636,44.70107968037816,11.894459163411366,Sì,Bed & Breakfast,35,Gluten-free,Sì,Autunno-inverno,Sì,Primavera-estate
3637,45.57983618099104,12.653692537753207,No,Visite storico-culturali,27,Vegan,Sì,Nessuna informazione,No,Nessuna informazione
3638,45.76558307472391,9.825474550252363,No,All'aperto,226,Nessuna informazione,No,Nessuna informazione,No,Autunno-inverno
3639,44.61614218842817,10.511380718748573,No,Visite storico-culturali,413,Vegan,Sì,Autunno-inverno,Sì,Primavera-estate
3640,43.185983632219724,13.676222043348865,Sì,Bed & Breakfast,244,Vegetarian,No,Primavera-estate,Sì,Primavera-estate
3641,41.208862616850105,14.306807949252416,Sì,Villaggio turistico,30,Vegetarian,No,Primavera-estate,Sì,Nessuna informazione
3642,38.14382232662658,14.921322523111062,No,Visite storico-culturali,64,Gluten-free,Sì,Autunno-inverno,No,Primavera-estate
3643,45.672003540575275,9.015153942299316,Sì,Ostello,246,Gluten-free,No,Autunno-inverno,No,Nessuna informazione
3644,43.36693957985178,12.71387687624587,No,Visite storico-culturali,382,Nessuna informazione,Sì,Autunno-inverno,Sì,Nessuna informazione
3645,46.497285614918724,13.52730628215551,Sì,Bed & Breakfast,118,Vegetarian,Sì,Primavera-estate,No,Primavera-estate
3646,46.04683061774935,8.368881867643703,No,Gastronomia,97,Vegetarian,Sì,Autunno-inverno,Sì,Primavera-estate
3647,45.24069451916277,7.2821810679074535,Sì,Bed & Breakfast,430,Gluten-free,Sì,Nessuna informazione,Sì,Autunno-inverno
3648,37.58812075459094,15.05994392325702,Sì,Villaggio turistico,267,Vegetarian,Sì,Nessuna informazione,Sì,Primavera-estate
3649,37.40485111192004,14.049620840066186,Sì,Bed & Breakfast,478,Nessuna informazione,Sì,Primavera-estate,Sì,Autunno-inverno
3650,39.15052314232743,16.450583124421165,No,Gastronomia,148,Vegan,No,Autunno-inverno,No,Nessuna informazione
3651,38.62759465909962,16.480858998297702,Sì,Ostello,48,Vegetarian,No,Nessuna informazione,No,Nessuna informazione
3652,42.55429722958737,11.909454471992788,Sì,Villaggio turistico,458,Nessuna informazione,Sì,Primavera-estate,No,Primavera-estate
3653,42.40257982551378,13.83417038771589,Sì,Bed & Breakfast,273,Vegan,No,Nessuna informazione,No,Nessuna informazione
3654,44.955459756826095,11.275293604063101,Sì,Hotel,434,Gluten-free,No,Autunno-inverno,Sì,Primavera-estate
3655,46.34514009495767,9.335191591279187,Sì,Hotel,354,Nessuna informazione,Sì,Primavera-estate,No,Autunno-inverno
3656,44.93645689826797,9.798943893799875,Sì,Villaggio turistico,411,Vegan,Sì,Nessuna informazione,Sì,Nessuna informazione
3657,39.72093350716359,16.0419531977186,Sì,Bed & Breakfast,47,Vegetarian,Sì,Nessuna informazione,Sì,Autunno-inverno
3658,42.21321314714234,12.575204592741809,Sì,Ostello,301,Vegetarian,Sì,Autunno-inverno,No,Primavera-estate
3659,43.57510603209139,13.519042704137822,No,Gastronomia,187,Vegan,Sì,Autunno-inverno,Sì,Primavera-estate
3660,44.3121030876407,11.429140112330064,Sì,Villaggio turistico,176,Vegetarian,Sì,Nessuna informazione,No,Primavera-estate
3661,39.57750863741473,16.147984033906962,Sì,Ostello,138,Gluten-free,Sì,Primavera-estate,Sì,Autunno-inverno
3662,46.3847975825209,11.49720687015275,Sì,Villaggio turistico,205,Vegan,No,Primavera-estate,No,Primavera-estate
3663,45.81250872677855,9.763191551689866,Sì,Bed & Breakfast,34,Nessuna informazione,Sì,Primavera-estate,No,Primavera-estate
3664,44.23830177824864,11.024358594939363,Sì,Villaggio turistico,340,Nessuna informazione,Sì,Nessuna informazione,Sì,Autunno-inverno
3665,45.45034732676964,11.166499134911614,No,Gastronomia,39,Vegetarian,No,Autunno-inverno,No,Primavera-estate
3666,43.885056029252716,10.269269205856334,Sì,Bed & Breakfast,416,Vegetarian,No,Nessuna informazione,No,Nessuna informazione
3667,44.41439781328288,11.529428103244719,No,All'aperto,283,Vegetarian,Sì,Nessuna informazione,No,Primavera-estate
3668,40.48731315247152,16.796451130557482,Sì,Villaggio turistico,122,Vegan,Sì,Primavera-estate,Sì,Autunno-inverno
3669,45.93100129997179,8.246463030798857,No,Visite storico-culturali,212,Nessuna informazione,Sì,Autunno-inverno,Sì,Autunno-inverno
3670,43.4547893308085,10.971816944711039,Sì,Hotel,94,Gluten-free,No,Primavera-estate,Sì,Autunno-inverno
3671,44.04747891571248,11.480278352299132,Sì,Ostello,221,Vegetarian,No,Nessuna informazione,No,Autunno-inverno
3672,44.46727284414409,11.207940582180903,Sì,Bed & Breakfast,409,Vegan,No,Nessuna informazione,No,Primavera-estate
3673,44.78680718034922,8.904161497372964,Sì,Villaggio turistico,21,Nessuna informazione,Sì,Autunno-inverno,Sì,Autunno-inverno
3674,43.50717062476782,12.849322060888444,No,Gastronomia,317,Vegetarian,No,Primavera-estate,Sì,Primavera-estate
3675,42.506319679756075,12.586666024302085,Sì,Bed & Breakfast,77,Vegan,No,Nessuna informazione,Sì,Primavera-estate
3676,41.16988836484514,13.910729374056626,No,Visite storico-culturali,215,Gluten-free,Sì,Primavera-estate,No,Primavera-estate
3677,45.59439032955679,8.914491569139846,Sì,Villaggio turistico,466,Nessuna informazione,No,Primavera-estate,Sì,Nessuna informazione
3678,39.45968775768375,9.632165004417116,Sì,Ostello,320,Vegan,Sì,Primavera-estate,No,Primavera-estate
3679,45.241499186788666,7.790295829445493,No,All'aperto,312,Vegan,No,Nessuna informazione,Sì,Nessuna informazione
3680,45.22918589505448,8.029705330000748,Sì,Villaggio turistico,441,Vegetarian,No,Nessuna informazione,No,Primavera-estate
3681,43.26998055451144,13.224634452295504,Sì,Villaggio turistico,424,Vegetarian,No,Primavera-estate,No,Autunno-inverno
3682,42.954035366000674,13.65581716404246,No,Gastronomia,168,Gluten-free,Sì,Nessuna informazione,Sì,Nessuna informazione
3683,45.71496992666303,8.593251979610491,Sì,Hotel,271,Vegetarian,No,Autunno-inverno,No,Primavera-estate
3684,46.46951970194746,10.58731729447807,Sì,Ostello,97,Vegetarian,No,Primavera-estate,Sì,Nessuna informazione
3685,37.20304142416509,14.902170441133013,No,All'aperto,265,Vegetarian,Sì,Primavera-estate,No,Primavera-estate
3686,43.42694049301764,13.078916815562753,No,Gastronomia,296,Gluten-free,Sì,Nessuna informazione,No,Primavera-estate
3687,46.43089612126776,10.738202989231212,No,Visite storico-culturali,23,Nessuna informazione,No,Nessuna informazione,No,Autunno-inverno
3688,39.662710706028776,9.037084559173206,No,All'aperto,143,Vegetarian,Sì,Nessuna informazione,No,Primavera-estate
3689,40.66108067432167,17.00985412413316,No,Visite storico-culturali,31,Gluten-free,Sì,Nessuna informazione,Sì,Autunno-inverno
3690,45.41893505038377,8.991194862222654,No,Gastronomia,247,Nessuna informazione,Sì,Nessuna informazione,No,Nessuna informazione
3691,46.2420142811404,9.66957841292622,Sì,Bed & Breakfast,128,Vegetarian,Sì,Autunno-inverno,Sì,Nessuna informazione
3692,41.25811296418937,15.29474278602169,No,All'aperto,71,Vegetarian,No,Primavera-estate,No,Primavera-estate
3693,41.211992776057585,14.925279900521833,Sì,Villaggio turistico,243,Vegetarian,No,Primavera-estate,No,Nessuna informazione
3694,37.91469038695177,12.721320451277483,Sì,Hotel,446,Nessuna informazione,No,Primavera-estate,Sì,Nessuna informazione
3695,45.16197275965047,11.893929139156922,Sì,Ostello,59,Vegetarian,Sì,Autunno-inverno,Sì,Nessuna informazione
3696,43.15374820088394,12.336648332633388,No,Visite storico-culturali,385,Vegan,Sì,Primavera-estate,Sì,Autunno-inverno
3697,45.82273311536687,11.281374393313907,No,Gastronomia,78,Gluten-free,Sì,Autunno-inverno,No,Autunno-inverno
3698,44.123599601543475,10.130557414944505,Sì,Villaggio turistico,490,Nessuna informazione,Sì,Primavera-estate,No,Primavera-estate
3699,40.99928989766964,9.232745096841295,No,All'aperto,181,Gluten-free,Sì,Autunno-inverno,Sì,Primavera-estate
3700,43.023770598818494,13.805556593827113,No,All'aperto,202,Nessuna informazione,No,Primavera-estate,Sì,Nessuna informazione
3701,43.32916172851399,12.593667057059804,Sì,Villaggio turistico,211,Vegan,Sì,Autunno-inverno,Sì,Nessuna informazione
3702,44.35077162016558,10.80507130362908,Sì,Bed & Breakfast,483,Nessuna informazione,Sì,Primavera-estate,Sì,Primavera-estate
3703,45.7436151301004,7.945580048013327,Sì,Ostello,493,Vegan,No,Autunno-inverno,Sì,Autunno-inverno
3704,40.76028273684359,15.138395001546538,No,All'aperto,459,Gluten-free,No,Primavera-estate,Sì,Primavera-estate
3705,40.17147290758634,18.455970997587794,Sì,Hotel,376,Vegetarian,No,Autunno-inverno,No,Primavera-estate
3706,45.494967054936296,7.981906650206632,Sì,Ostello,365,Vegetarian,Sì,Autunno-inverno,No,Primavera-estate
3707,44.810328861118926,8.141431469382825,No,Gastronomia,183,Vegetarian,No,Autunno-inverno,No,Autunno-inverno
3708,46.7083439836221,12.35430721935851,Sì,Hotel,429,Vegetarian,Sì,Nessuna informazione,Sì,Primavera-estate
3709,44.4518330972283,10.96559119501717,No,Visite storico-culturali,56,Vegan,Sì,Nessuna informazione,Sì,Nessuna informazione
3710,44.90061056800697,6.813279250145776,Sì,Hotel,310,Nessuna informazione,Sì,Nessuna informazione,No,Nessuna informazione
3711,43.716641721975975,11.305783475360485,Sì,Ostello,199,Vegetarian,No,Primavera-estate,No,Nessuna informazione
3712,44.64476684157163,7.861489929317027,Sì,Villaggio turistico,111,Gluten-free,Sì,Primavera-estate,Sì,Nessuna informazione
3713,46.03118206985054,11.088486036179024,No,Visite storico-culturali,228,Nessuna informazione,No,Autunno-inverno,No,Nessuna informazione
3714,41.83670549429246,16.12033124930667,No,Visite storico-culturali,137,Nessuna informazione,No,Primavera-estate,No,Autunno-inverno
3715,37.76711640961875,13.583469094808944,No,All'aperto,421,Gluten-free,No,Nessuna informazione,Sì,Nessuna informazione
3716,41.80327086640165,13.208266279883116,No,All'aperto,59,Vegetarian,Sì,Nessuna informazione,Sì,Autunno-inverno
3717,37.77882783182996,14.242432861085005,No,All'aperto,334,Nessuna informazione,Sì,Autunno-inverno,Sì,Nessuna informazione
3718,44.54576462834483,9.435247474124868,No,Visite storico-culturali,186,Vegetarian,Sì,Nessuna informazione,No,Nessuna informazione
3719,44.0940163944517,8.017219971538674,No,Visite storico-culturali,499,Vegetarian,Sì,Autunno-inverno,Sì,Nessuna informazione
3720,45.27028249455913,9.354124176454533,No,Gastronomia,132,Vegetarian,No,Autunno-inverno,No,Primavera-estate
3721,42.771301749649346,12.107769919666175,Sì,Hotel,240,Gluten-free,Sì,Primavera-estate,Sì,Nessuna informazione
3722,40.66816514856657,17.299322624424885,No,Gastronomia,75,Vegan,No,Autunno-inverno,Sì,Autunno-inverno
3723,46.16139040122955,12.756103168470972,Sì,Bed & Breakfast,87,Nessuna informazione,No,Autunno-inverno,No,Nessuna informazione
3724,45.101758113808586,9.16470442368614,No,Visite storico-culturali,373,Gluten-free,No,Primavera-estate,Sì,Nessuna informazione
3725,45.02082843784313,7.784506429245659,No,All'aperto,328,Nessuna informazione,No,Primavera-estate,No,Primavera-estate
3726,41.074040443354015,9.048734923686425,No,Visite storico-culturali,177,Nessuna informazione,Sì,Nessuna informazione,No,Primavera-estate
3727,45.3945256316902,10.88098445562855,No,Visite storico-culturali,166,Vegan,Sì,Primavera-estate,Sì,Autunno-inverno
3728,43.23864942934983,11.491335306184357,No,Gastronomia,111,Nessuna informazione,No,Nessuna informazione,No,Autunno-inverno
3729,39.63328355696369,15.96435389652644,Sì,Bed & Breakfast,399,Gluten-free,Sì,Nessuna informazione,No,Primavera-estate
3730,40.81086481657181,15.948833621637803,No,Gastronomia,355,Vegan,Sì,Primavera-estate,Sì,Nessuna informazione
3731,44.2687962212828,7.378051024893978,Sì,Hotel,421,Vegetarian,Sì,Primavera-estate,No,Nessuna informazione
3732,44.643330249388164,8.828134905694002,No,Visite storico-culturali,51,Vegan,Sì,Primavera-estate,No,Autunno-inverno
3733,45.569072513829695,7.967472095151066,Sì,Villaggio turistico,122,Gluten-free,Sì,Autunno-inverno,Sì,Autunno-inverno
3734,41.06356692319778,15.109382373818658,Sì,Ostello,475,Nessuna informazione,Sì,Autunno-inverno,No,Primavera-estate
3735,46.78462847435483,11.413837894802745,Sì,Villaggio turistico,427,Vegan,Sì,Nessuna informazione,Sì,Nessuna informazione
3736,43.116235867337416,13.373443416195808,No,All'aperto,422,Vegan,Sì,Autunno-inverno,No,Autunno-inverno
3737,41.655917573941394,14.409302159732624,No,Gastronomia,317,Vegetarian,Sì,Nessuna informazione,No,Nessuna informazione
3738,39.064242698679244,16.508061142672588,No,Gastronomia,24,Gluten-free,No,Autunno-inverno,No,Nessuna informazione
3739,42.62835725789932,11.303875074228834,No,Gastronomia,378,Nessuna informazione,No,Autunno-inverno,Sì,Nessuna informazione
3740,37.983818283228196,15.9804276816295,Sì,Ostello,464,Gluten-free,Sì,Primavera-estate,Sì,Primavera-estate
3741,42.53709794734266,12.604142802715378,No,Gastronomia,357,Vegetarian,Sì,Primavera-estate,No,Autunno-inverno
3742,39.697115385948955,9.292841359323265,Sì,Villaggio turistico,21,Vegan,No,Primavera-estate,Sì,Autunno-inverno
3743,46.82639187462523,12.109332976616535,Sì,Hotel,497,Vegan,Sì,Primavera-estate,Sì,Primavera-estate
3744,45.70231391478719,10.294423035849032,No,All'aperto,221,Nessuna informazione,No,Autunno-inverno,Sì,Autunno-inverno
3745,44.46397674926942,7.171682109221623,No,Gastronomia,190,Nessuna informazione,No,Autunno-inverno,No,Primavera-estate
3746,43.98574321198212,11.264001057410372,Sì,Bed & Breakfast,306,Nessuna informazione,No,Autunno-inverno,No,Nessuna informazione
3747,45.56556167367801,12.427632178831386,Sì,Hotel,402,Nessuna informazione,No,Nessuna informazione,No,Nessuna informazione
3748,46.39964507479127,10.688319630547191,Sì,Hotel,266,Nessuna informazione,No,Primavera-estate,No,Primavera-estate
3749,45.614044672336576,9.434668224768116,No,All'aperto,418,Gluten-free,Sì,Primavera-estate,Sì,Nessuna informazione
3750,45.10879552150601,8.622453199929309,Sì,Villaggio turistico,450,Vegetarian,No,Nessuna informazione,No,Primavera-estate
3751,41.851323750618356,15.657210631657264,No,All'aperto,106,Nessuna informazione,Sì,Nessuna informazione,No,Autunno-inverno
3752,40.84398152806005,15.500413350234396,Sì,Ostello,351,Gluten-free,No,Autunno-inverno,No,Autunno-inverno
3753,45.02015153973942,7.859738278843535,No,All'aperto,85,Gluten-free,No,Nessuna informazione,Sì,Nessuna informazione
3754,37.45364349176727,14.276373956685628,Sì,Bed & Breakfast,206,Nessuna informazione,Sì,Primavera-estate,Sì,Primavera-estate
3755,41.79170627784965,12.367580215032755,Sì,Bed & Breakfast,167,Nessuna informazione,Sì,Autunno-inverno,Sì,Primavera-estate
3756,46.21627502537729,10.879528977255312,No,Gastronomia,427,Gluten-free,No,Autunno-inverno,No,Autunno-inverno
3757,45.655312557959,7.343895722603255,No,All'aperto,491,Gluten-free,Sì,Primavera-estate,Sì,Primavera-estate
3758,41.5904425969741,14.08734646468571,No,Gastronomia,38,Nessuna informazione,Sì,Primavera-estate,Sì,Nessuna informazione
3759,41.55788506067459,14.717130330520924,No,Visite storico-culturali,202,Nessuna informazione,No,Primavera-estate,Sì,Primavera-estate
3760,46.256555472949415,8.25091627004582,No,Gastronomia,102,Nessuna informazione,Sì,Primavera-estate,Sì,Autunno-inverno
3761,45.75193025305061,7.968986723422697,No,Visite storico-culturali,325,Gluten-free,No,Nessuna informazione,Sì,Nessuna informazione
3762,45.94139641613244,13.518428894130206,No,Visite storico-culturali,342,Gluten-free,Sì,Primavera-estate,Sì,Primavera-estate
3763,45.51527709164172,10.47909640184963,No,Gastronomia,358,Gluten-free,Sì,Primavera-estate,No,Primavera-estate
3764,44.73066595635699,11.173228931033522,Sì,Villaggio turistico,241,Gluten-free,No,Nessuna informazione,Sì,Autunno-inverno
3765,43.633368218316505,11.996349057442243,Sì,Hotel,426,Gluten-free,No,Nessuna informazione,Sì,Autunno-inverno
3766,45.625197873723764,7.327378892694108,No,All'aperto,300,Gluten-free,Sì,Autunno-inverno,No,Autunno-inverno
3767,40.842309667318005,15.525222282243085,No,Visite storico-culturali,428,Nessuna informazione,Sì,Autunno-inverno,No,Primavera-estate
3768,45.562097991884826,9.005084086229175,Sì,Villaggio turistico,122,Nessuna informazione,Sì,Nessuna informazione,Sì,Primavera-estate
3769,43.29995219261103,12.641909498570365,No,All'aperto,130,Gluten-free,Sì,Nessuna informazione,Sì,Autunno-inverno
3770,40.49281928626676,16.362958598236318,Sì,Ostello,293,Vegan,No,Primavera-estate,Sì,Autunno-inverno
3771,45.63941263733096,10.9815328748577,No,Gastronomia,294,Gluten-free,Sì,Primavera-estate,Sì,Nessuna informazione
3772,42.88300156064325,11.399113106523643,Sì,Hotel,177,Vegetarian,Sì,Nessuna informazione,Sì,Nessuna informazione
3773,46.149949850904875,9.739676194574608,No,Visite storico-culturali,85,Gluten-free,Sì,Primavera-estate,No,Nessuna informazione
3774,46.78222287646748,12.160072058982655,No,Gastronomia,169,Vegan,Sì,Nessuna informazione,Sì,Primavera-estate
3775,39.1187894861262,16.98905221854031,No,Visite storico-culturali,355,Gluten-free,No,Autunno-inverno,No,Nessuna informazione
3776,41.18239360882555,16.351512961691224,Sì,Hotel,140,Vegetarian,No,Autunno-inverno,No,Primavera-estate
3777,40.77295510865713,14.872294372842838,No,Gastronomia,140,Vegan,Sì,Primavera-estate,No,Primavera-estate
3778,41.73538117920514,13.724188890036874,No,Visite storico-culturali,463,Gluten-free,Sì,Autunno-inverno,No,Primavera-estate
3779,43.62153203925364,12.503243869312193,No,Gastronomia,474,Vegan,No,Primavera-estate,Sì,Primavera-estate
3780,40.98084339251875,16.469624456687693,Sì,Villaggio turistico,79,Nessuna informazione,No,Nessuna informazione,No,Autunno-inverno
3781,45.85474275844936,7.571088209094664,No,All'aperto,379,Vegan,Sì,Nessuna informazione,No,Primavera-estate
3782,46.96240857056123,11.55034228915281,No,All'aperto,429,Gluten-free,Sì,Primavera-estate,Sì,Nessuna informazione
3783,40.85251157040294,15.942657792157105,No,Gastronomia,167,Nessuna informazione,No,Nessuna informazione,No,Primavera-estate
3784,39.253396554046155,8.518113149739559,No,Visite storico-culturali,28,Nessuna informazione,No,Primavera-estate,No,Autunno-inverno
3785,42.95111929714156,12.085154655249129,Sì,Hotel,150,Vegetarian,No,Nessuna informazione,No,Nessuna informazione
3786,44.55802486665536,11.918526027716057,Sì,Hotel,155,Nessuna informazione,No,Nessuna informazione,No,Autunno-inverno
3787,46.40364622227374,12.222057852560077,Sì,Villaggio turistico,59,Vegan,No,Nessuna informazione,No,Autunno-inverno
3788,44.57857266456079,10.463063910867467,Sì,Ostello,159,Nessuna informazione,No,Primavera-estate,No,Autunno-inverno
3789,46.604853300241885,10.207486714826965,Sì,Ostello,415,Vegetarian,Sì,Primavera-estate,No,Nessuna informazione
3790,46.22959116037728,12.153909880637801,No,All'aperto,174,Vegan,Sì,Primavera-estate,No,Primavera-estate
3791,46.310086051690725,12.27859120151097,Sì,Hotel,23,Gluten-free,No,Autunno-inverno,No,Primavera-estate
3792,45.84459497171139,8.712183898740077,No,All'aperto,38,Vegan,Sì,Autunno-inverno,No,Autunno-inverno
3793,39.962874029605416,15.778845329847298,Sì,Hotel,256,Vegan,No,Nessuna informazione,No,Nessuna informazione
3794,42.30530983931906,14.20900646287287,Sì,Hotel,423,Gluten-free,No,Autunno-inverno,No,Primavera-estate
3795,45.84199982616542,9.199761605752244,No,Visite storico-culturali,293,Vegetarian,Sì,Nessuna informazione,Sì,Nessuna informazione
3796,44.61655432885513,7.069075566018722,Sì,Hotel,121,Vegan,Sì,Nessuna informazione,No,Nessuna informazione
3797,42.552109800608335,12.414810100549694,No,Gastronomia,498,Vegan,Sì,Primavera-estate,No,Nessuna informazione
3798,43.91018634023705,10.579009322368508,No,Gastronomia,185,Nessuna informazione,No,Autunno-inverno,Sì,Nessuna informazione
3799,44.25804644374876,7.415731487089132,No,Gastronomia,459,Gluten-free,No,Autunno-inverno,Sì,Autunno-inverno
3800,44.36158126138553,9.361223553733653,Sì,Villaggio turistico,405,Vegan,No,Nessuna informazione,No,Primavera-estate
3801,43.451028428920786,12.567355653924283,No,Visite storico-culturali,302,Vegan,Sì,Nessuna informazione,Sì,Primavera-estate
3802,37.95701178536344,15.347111030294707,No,Visite storico-culturali,181,Vegan,Sì,Autunno-inverno,Sì,Nessuna informazione
3803,40.88477202472497,14.831783254030675,Sì,Bed & Breakfast,265,Nessuna informazione,No,Primavera-estate,No,Primavera-estate
3804,41.75008827805282,16.040290952703344,No,Visite storico-culturali,484,Nessuna informazione,No,Nessuna informazione,No,Autunno-inverno
3805,46.24313664969317,12.058027852294856,No,Gastronomia,346,Vegetarian,Sì,Autunno-inverno,Sì,Primavera-estate
3806,42.792472229917,10.293885541127663,No,All'aperto,321,Vegetarian,Sì,Autunno-inverno,Sì,Primavera-estate
3807,43.67681802361256,12.859584013589561,Sì,Villaggio turistico,386,Vegetarian,No,Nessuna informazione,Sì,Autunno-inverno
3808,41.66094238153605,12.888058215946362,Sì,Villaggio turistico,486,Vegan,No,Primavera-estate,Sì,Autunno-inverno
3809,44.218482853729455,9.876182130725208,Sì,Hotel,439,Vegan,Sì,Autunno-inverno,No,Primavera-estate
3810,44.70332251887643,8.431663770855852,Sì,Hotel,321,Nessuna informazione,Sì,Nessuna informazione,No,Nessuna informazione
3811,44.7628288091495,9.738780824682445,Sì,Villaggio turistico,175,Vegan,Sì,Primavera-estate,No,Primavera-estate
3812,46.16986194850843,12.1210713583125,No,Gastronomia,21,Vegan,Sì,Autunno-inverno,Sì,Autunno-inverno
3813,38.01157640297529,16.06105858168394,Sì,Villaggio turistico,127,Vegan,Sì,Autunno-inverno,Sì,Autunno-inverno
3814,42.2168643703626,13.910603323149559,No,Gastronomia,71,Nessuna informazione,Sì,Autunno-inverno,Sì,Autunno-inverno
3815,41.404452217789796,15.512142688578573,No,Gastronomia,481,Vegetarian,Sì,Nessuna informazione,Sì,Primavera-estate
3816,46.497254342125274,11.792939919093602,Sì,Hotel,257,Vegetarian,Sì,Primavera-estate,Sì,Autunno-inverno
3817,44.684940578044575,11.217103847198105,No,All'aperto,124,Vegetarian,Sì,Primavera-estate,No,Primavera-estate
3818,42.47973524260133,11.215427005912948,Sì,Bed & Breakfast,492,Nessuna informazione,No,Nessuna informazione,No,Primavera-estate
3819,44.23613828399707,10.526081022383819,No,Visite storico-culturali,257,Gluten-free,Sì,Primavera-estate,No,Nessuna informazione
3820,44.129608692742686,8.25633105313263,No,Visite storico-culturali,79,Gluten-free,Sì,Primavera-estate,No,Autunno-inverno
3821,45.70971663912599,12.287373190981054,No,Visite storico-culturali,441,Gluten-free,No,Autunno-inverno,Sì,Autunno-inverno
3822,38.92794570106314,16.690936075065846,No,All'aperto,54,Gluten-free,Sì,Primavera-estate,Sì,Autunno-inverno
3823,40.16991804544002,16.152098508984743,Sì,Hotel,409,Vegan,No,Nessuna informazione,No,Primavera-estate
3824,40.63503193783178,17.35190132838817,Sì,Villaggio turistico,49,Vegan,Sì,Primavera-estate,No,Primavera-estate
3825,42.75513263930842,13.964703873265588,No,All'aperto,157,Gluten-free,No,Primavera-estate,Sì,Nessuna informazione
